num,author,title,format,year,venue
1791,"Symonds, F. Addington",The Riddle of the Locked Door,short story,1922,The Penny Pictorial Magazine
1792,"Symons, Julian",The Hiding Place,short story,1961,Murder! Murder!; EQMM; All But Impossible!; The Detections of Francis Quarles
1793,"Symons, Julian",The Impossible Theft,short story,1966,EQMM; Drugged Cornet and Other Mystery Stories; The Detections of Francis Quarles
1794,"Symons, Julian",Take That Body Out of the Library,short article,1960,Suspense
1795,"Tack, Alfred",FORECAST—MURDER,novel,1967,
1796,"Talbot, Hake",THE HANGMAN'S HANDYMAN,novel,1942,
1797,"Talbot, Hake",RIM OF THE PIT,novel,1944,
1798,"Talbot, Hake",The High House,short story,1948,Mystery Book Magazine
1799,"Talbot, Hake",The Other Side,short story,1990,The Art of the Impossible; Murder Impossible
1800,"Teed, J. H.",The Da Vinci Disappearance,short story,1983,Amazing Stories from the World of Crime
1801,"Teilhet, Darwin L.",MURDER IN THE AIR,novel,1931,
1802,"Teilhet, Darwin L.",THE TALKING SPARROW MURDERS,novel,1934,
1803,"Teilhet, Darwin L.",THE TICKING TERROR MURDERS,novel,1935,
1804,"Templeton, Jesse (George Goodchild, q.v.)","Chapter One of ""Inch of the C.I.D.""",short story,1932,
1805,"Terris, E. Wilmot",THE MYSTERY OF THE PURPLE CLOAK,novel,1939,
1806,"Thayer, Lee",THE GLASS KNIFE,novel,1932,
1807,"Thayer, Lee",THE KEY,novel,1924,
1808,"Thayer, Lee",MURDER STALKS THE CIRCLE,novel,1947,
1809,"Thayer, Lee",THE MYSTERY OF THE THIRTEENTH FLOOR,novel,1919,
1810,"Thayer, Lee",Q.E.D.,novel,1922,
1811,"Thomas, Alan",THE DEATH OF LAURENCE VINING,novel,1929,
1812,"Thomas, Alan",THE TREMAYNE CASE,novel,1929,
1813,"Thompson, Leonard",Close Shave,short story,1946,EQMM; Overseas Edition for the Armed Forces
1814,"Thompson, Leonard",Squeeze Play,short story,1946,EQMM; Overseas Edition for the Armed Forces; Twentieth Century Detectives
1815,"Thomson, Basil",The Vanishing of Mrs. Fraser,short story,1925,"Mr. Pepper, Investigator; Great Short Stories of Detection, Mystery and Horror; Second Omnibus of Crime"
1816,"Thorndike, Russell","Episode from ""The Further Adventures of Doctor Syn"" (",short story,1936,
1817,"Thorne, Anthony",SO LONG AT THE FAIR,novel,1947,
1818,"Timius, Douglas",THE PHANTOM TRAIN,novel,1926,
1819,"Tiner, John Hudson",The Preacher and the Locked Shed,short story,1990,EQMM
1820,"Tomlinson, Gerald",The Glass House,short story,1975,Ed McBain's 87th Precinct Mystery Magazine; AHMM
1821,"Toussaint-Samat, Jean",SHOES THAT HAD WALKED TWICE,novel,1933,
1822,"Towne, Stuart (Clayton Rawson, q.v.)",The Claws of Satan,novelette,1940,Red Star Mystery Magazine; Death from Nowhere; The Magical Mysteries of Don Diavolo
1823,"Towne, Stuart (Clayton Rawson, q.v.)",Death from the Past,novelette,1940,Red Star Mystery Magazine; Death Out of Thin Air; The Magical Mysteries of Don Diavolo
1824,"Towne, Stuart (Clayton Rawson, q.v.)",Death from the Unseen,novelette,1940,Red Star Mystery Magazine; Death Out of Thin Air; The Magical Mysteries of Don Diavolo; Big Book of Locked-Room Mysteries
1825,"Towne, Stuart (Clayton Rawson, q.v.)",The Enchanted Dagger,novelette,1940,Red Star Mystery Magazine; Death from Nowhere; The Magical Mysteries of Don Diavolo
1826,"Toye, Stanley P.",THE LAUGHING CAT,novel,1950,
1827,"Tracy, Louis",THE PASSING OF CHARLES LANSON,novel,1924,
1828,"Travis, Falcon",The Locked Room,short story,1982,Super Sleuth!
1829,"Treat, Lawrence",Into Thin Air,problem story,1983,Cluedo Armchair Detective
1830,"Treat, Lawrence",Peacock's Poser,problem story,1983,Cluedo Armchair Detective
1831,"Tree, Gregory",A SHROUD FOR GRANDMAMA,novel,1951,
1832,"Tree, Herbert Beerbohm",The Mystery of Howard Romaine,short story,1917,Nothing Matters and Other Stories; Houghton
1833,"Trevor, A. C.",DEATH HAUNTS THE LOUNGE,novel,1936,
1834,"Trevor, Ralph",BEHIND THE GREEN MASK,novel,1940,
1835,"Trevor, Ralph",The Captain's Cup,short story,1938,Argosy
1836,"Tucker, Wilson",TO THE TOMBAUGH STATION,novel,1960,
1837,"Tucker, Wilson",DEATH MUST HAVE LAUGHED,novel,1932,
1838,"Upfield, Arthur",AN AUTHOR BITES THE DUST,novel,1948,
1839,"Upfield, Arthur",WINGS OVER THE DIAMANTINA,novel,1936,
1840,"Upward, Allen",THE VENETIAN KEY,novel,1927,
1841,"Vachell, Horace Annesley",The D'Avenant Mystery,short story,1924,Quinney's Adventures; Doran
1842,"Vaile, William N.",THE MYSTERY OF THE GOLCONDA,novel,1925,
1843,"Vaile, William N.",HIDDEN WAYS,novel,1935,
1844,"Van Dine, S. S.",THE CANARY MURDER CASE,novel,1927,
1845,"Van Dine, S. S.",THE DRAGON MURDER CASE,novel,1933,
1846,"Van Dine, S. S.",THE KENNEL MURDER CASE,novel,1933,
1847,"Van Greenaway, Peter",DOPPELGANGER,novel,1975,
1848,"Van Gulik, Robert",THE RED PAVILION,novel,1964,
1849,"Van Gulik, Robert",The Chinese Gold Murders,novelette,1959,The Chinese Gold Murders; Harper
1850,"Van Gulik, Robert",The Chinese Maze Murders,novelette,1962,The Chinese Maze Murders; The Haunted Monastery and The Chinese Maze Murders
1851,"Van Gulik, Robert",THE CLUE OF THE GREEN CANDLE,novel,1938,
1852,"Van Gulik, Robert",THE CROOKED CIRCLE,novel,1935,
1853,"Van Gulik, Robert",THE LAST WARNING,novel,1962,
1854,"Van Gulik, Robert",THE ROYAL FLUSH MURDERS,novel,1948,
1855,"Van Gulik, Robert",TERROR TOWER,novel,1935,
1856,"Van Gulik, Robert",THEY WALK IN DARKNESS,novel,1947,
1857,"Van Gulik, Robert",The Beard of The Prophet,short story,1939,Mr. Budd Again
1858,"Van Gulik, Robert",Red Snow,short story,1936,Mr. Whipple Explains
1859,"Verron, Robert",THE CURSE OF CRAIG'S END,novel,1953,
1860,"Vickers, Roy (see also Durham, David)",MURDER OF A SNOB,novel,1949,
1861,"Vincent-Holytown, G.",The Man Who Vanished,short story,1901,Pearson's Weekly
1862,"Virden, Katharine",THE CROOKED EYE,novel,1930,
1863,"Vivian, E. Charles",ACCESSORY AFTER,novel,1934,
1864,"Vivian, E. Charles",Locked In,short story,1939,My Best Mystery Story
1865,"Von Elsner, Don",YOU CAN'T DO BUSINESS WITH MURDER,novel,1962,
1866,"Wade, Henry",THE HANGING CAPTAIN,novel,1932,
1867,"Wainwright, John",HIGH-CLASS KILL,novel,1973,
1868,"Wallace, Carlton",DEATH OF A LIBERTINE,novel,1936,
1869,"Wallace, Edgar",BIG FOOT,novel,1927,
1870,"Wallace, Edgar",THE CLUE OF THE NEW PIN,novel,1923,
1871,"Wallace, Edgar",THE CLUE OF THE TWISTED CANDLE,novel,1916,
1872,"Wallace, Edgar",THE CRIMSON CIRCLE,novel,1922,
1873,"Wallace, Edgar",THE FOUR JUST MEN,novel,1905,
1874,"Wallace, Edgar",A KING BY NIGHT,novel,1925,
1875,"Wallace, Edgar",THE TERRIBLE PEOPLE,novel,1925,
1876,"Wallace, Edgar",TERROR KEEP,novel,1927,
1877,"Wallace, Edgar",THE THREE JUST MEN,novel,1926,
1878,"Wallace, Edgar",WHITE FACE,novel,1930,
1879,"Wallace, Edgar","Case for Angel, Esquire",short story,1909,Ideas; The Sooper and Others
1880,"Wallace, Edgar",Dr. Fifer's Patient,short story,1932,Sergeant Sir Peter; Sergeant Dunn C.I.D.
1881,"Wallace, Edgar","Hailey's Comet, the Cowboy and Lord Dorrington",short story,1910,The Weekly Tale-Teller; The Death Room
1882,"Wallace, Edgar",The Lone House Mystery,short story,1929,The Lone House Mystery; serialized in Detective Story Magazine
1883,"Wallace, Edgar",Lord Exenham Creates a Sensation,short story,1918,The Strand Magazine; The Death Room
1884,"Wallace, Edgar",The Missing Romney,short story,1919,Weekly News; Four Square Jane; The Stolen Romney; The Art of the Impossible; Murder Impossible
1885,"Wallace, Robert",SEVEN MEN ARE MURDERED,novel,1930,
1886,"Wallace, Robert",THE VAMPIRE MURDERS,novel,1940,
1887,"Walling, R.A.J.",MURDER AT THE KEYHOLE,novel,1929,
1888,"Wallmann, Jeffrey M.",Now You See Her,short story,1971,MSMM; The Art of the Impossible; Murder Impossible
1889,"Walsh, J. M.",THE HAIRPIN MYSTERY,novel,1926,
1890,"Walsh, J. M.",THE HAND OF DOOM,novel,1926,
1891,"Walsh, J. M., and Audry Baldwin",The Death of Eli Brent,short story,1929,The Weekend Crime Book
1892,"Walsh, J. M., and Audry Baldwin",Gassed,short story,1929,The Weekend Crime Book
1893,"Ward, A. Sarsfield (see also Rohmer, Sax)",The Death of Cyrus Pettigrew,short story,1909,London Magazine; The Art of the Impossible; Murder Impossible
1894,"Ward, A. Sarsfield (see also Rohmer, Sax)",The Green Spider,short story,1904,Pearson's Magazine
1895,"Ward, A. Sarsfield (see also Rohmer, Sax)",The Mysterious Mummy,short story,1903,Pearson's Weekly Xmas Xtra
1896,"Warren, C. Delves",Mr. Kerr—Financier,short story,1924,"Some Cases of Sherwood Lang, Detective"
1897,"Waugh, Douglas S.",Vanishing Act,short story,1989,The Seminole American
1898,"Webster, F.A.M.",The Secret of the Engineer's Son,short story,1925,The Blue Magazine; Old Ebbie Returns
1899,"Webster, F.A.M.",The Secret of the Singing Skull,short story,1925,The Blue Magazine; Old Ebbie Returns
1900,"Weir, Hugh C.",The Bullet from Nowhere,short story,1914,"Miss Madelyn Mack, Detective"
1901,"Weir, Hugh C.",The Man with Nine Lives,short story,1975,"Miss Madelyn Mack, Detective; Crime on Her Mind; Joseph"
1902,"Wellman, Manly Wade",FIND MY KILLER,novel,1947,
1903,"Wellman, Manly Wade",A Knife Between Brothers,short story,1947,EQMM; Ellery Queen's The Golden 13; Masterpieces of Mystery: Detective Directory: Part One; Big Book of Locked-Room Mysteries
1904,"Wellman, Manly Wade",Murder Among Magicians,short story,1939,Popular Detective; Sleight of Crime
1905,"Wells, Carolyn",ANYBODY BUT ANNE,novel,1914,
1906,"Wells, Carolyn",THE BEAUTIFUL DERELICT,novel,1935,
1907,"Wells, Carolyn",THE BLACK NIGHT MURDERS,novel,1941,
1908,"Wells, Carolyn",THE BROKEN O,novel,1933,
1909,"Wells, Carolyn",A CHAIN OF EVIDENCE,novel,1912,
1910,"Wells, Carolyn",CRIME INCARNATE,novel,1940,
1911,"Wells, Carolyn",CRIME TEARS ON,novel,1939,
1912,"Wells, Carolyn",THE DAUGHTER OF THE HOUSE,novel,1925,
1913,"Wells, Carolyn",THE DIAMOND PIN,novel,1919,
1914,"Wells, Carolyn",FACE CARDS,novel,1925,
1915,"Wells, Carolyn",FEATHERS LEFT AROUND,novel,1923,
1916,"Wells, Carolyn",THE FOURTEENTH KEY,novel,1924,
1917,"Wells, Carolyn",GILT EDGED GUILT,novel,1938,
1918,"Wells, Carolyn",HORROR HOUSE,novel,1931,
1919,"Wells, Carolyn",THE KILLER,novel,1938,
1920,"Wells, Carolyn",THE MAN WHO FELL THROUGH THE EARTH,novel,1919,
1921,"Wells, Carolyn",THE MOSS MYSTERY,novel,1924,
1922,"Wells, Carolyn",THE MYSTERY GIRL,novel,1922,
1923,"Wells, Carolyn",RASPBERRY JAM,novel,1920,
1924,"Wells, Carolyn",THE ROOM WITH THE TASSELS,novel,1918,
1925,"Wells, Carolyn",THE SIXTH COMMANDMENT,novel,1927,
1926,"Wells, Carolyn",THE SKELETON AT THE FEAST,novel,1931,
1927,"Wells, Carolyn",SPOOKY HOLLOW,novel,1923,
1928,"Wells, Carolyn",THE TANNAHILL TANGLE,novel,1928,
1929,"Wells, Carolyn",THE VANISHING OF BETTY VARIAN,novel,1922,
1930,"Wells, Carolyn",THE WHITE ALLEY,novel,1915,
1931,"Wells, Carolyn",THE WOODEN INDIAN,novel,1935,
1932,"West, John",The Vanishing Passenger,short story,1952,The Mysterious Traveler
1933,"Westlake, Donald E. (see also Coe, Tucker)",The Secret of the Locked Room,short story,1977,A Travesty; Enough
1934,"Weyman, Stanley J.",The Man of Monceaux,short story,1895,The Memoirs of a Minister of France; Longman
1935,"Wheatley, Dennis",THE MALINSAY MASSACRE crime dossier,novel,1938,
1936,"Wheeler, H. E.",NO CRIME IS PERFECT,novel,1935,
1937,"Wheelock, Dorothy",DEAD GIVEAWAY,novel,1942,
1938,"Whetstone, Raymond",Death Is Invisible,short story,1940,Red Star Mystery Magazine
1939,"Whipple, Kenneth",THE MURDERS AT LOON LAKE,novel,1933,
1940,"Whitaker, Arthur",The Case of the Man Who Was Wanted,short story,1948,Cosmopolitan; The Sunday Despatch; The Further Adventures of Sherlock Holmes
1941,"Whitaker, Arthur",SHE FADED INTO AIR,novel,1941,
1942,"Whitaker, Arthur",THE WHEEL SPINS,novel,1936,
1943,"White, Fred M.",THE CARDINAL MOTH,novel,1905,
1944,"White, Fred M.",WHO KILLED JAMES TRENT?,novel,1901,Pearson's Weekly
1945,"White, Stewart Edward, and Samuel Hopkins Adams",THE MYSTERY,novel,1907,
1946,"White, T. H.",DARKNESS AT PEMBERLEY,novel,1932,
1947,"Whitechurch, Victor L.",The Mystery of the Corridor Express,short story,1899,Pearson's Weekly; The Chronicles of Humphrey Judd; Blood on the Tracks; British Library
1948,"Whitechurch, Victor L.",Sir Gilbert Murrell's Picture,short story,1912,ThrillingStories of the Railway; EQMM; Crime on the Lines; Routledge; Realm of the Impossible
1949,"Whitten, Leslie H.",MOON OF THE WOLF,novel,1967,
1950,"Whitten, Leslie H.",PROGENY OF THE ADDER,novel,1965,
1951,"Wicks, Frederick",GOLDEN LIVES: THE STORY OF A WOMAN'S COURAGE,novel,1891,
1952,"Wiener, L. E.",The Disappearing Monster,short story,1923,The Detective Magazine
1953,"Wilde, Percival",The Pillar of Fire,short story,1929,"Rogues in Clover; Great Short Stories of Detection, Mystery and Horror: Part III"
1954,"Wilkinson, Ellen",THE DIVISION BELL MYSTERY,novel,1932,
1955,"Williams, Henry Smith",THE WITNESS OF THE SUN,novel,1920,
1956,"Williams, Sidney",THE BODY IN THE BLUE ROOM,novel,1922,
1957,"Williams, Valentine",THE YELLOW STREAK,novel,1922,
1958,"Willis, Ted",DEATH MAY SURPRISE US,novel,1974,
1959,"Wills, Cecil M.",THE CASE OF THE R. E. PIPE,novel,1940,
1960,"Wills, Cecil M.",DEATH AT THE PELICAN,novel,1934,
1961,"Wilson, Alexander",Sentiment and Suicide,short story,1933,Wallace of the SecretService
1962,"Wilson, Anthony C.",The Mystery of Moulton's Farm,short story,1949,
1963,"Wilson, Christopher",FOR A WOMAN'S HONOUR,novel,1911,
1964,"Wilson, David",THE CORPSE MAKER,novel,1974,
1965,"Wilson, P. W.",THE OLD MILL,novel,1946,
1966,"Winn, Patrick",INVISIBLE EVIDENCE,novel,1963,
1967,"Winslow, Horatio, and Leslie Quirk",INTO THIN AIR,novel,1928,
1968,"Winsor, G. McLeod",THE MYSTERIOUS DISAPPEARANCES,novel,1926,
1969,"Withers, E. L.",DIMINISHING RETURNS,novel,1960,
1970,"Witting, Clifford",CATT OUT OF THE BAG,novel,1939,
1971,"Wodehouse, P. G.",The Education of Detective Oakes,short story,1914,Pearson's Magazine; The Uncollected Wodehouse; EQMM; The Best of Ellery Queen #2; Big Book of Locked-Room Mysteries
1972,"Wodehouse, P. G.",The Harmonica Mystery,short story,1915,All-Story Cavalier Weekly; Detective Fiction Weekly; The Saint Detective Magazine; Argosy Special Commemorative Issue 1976
1973,"Wodhams, Jack",Big Time Operator,short story,1970,Analog; Tantalizing Locked Room Mysteries
1974,"Wodhams, Jack",The Glass Room,short story,1957,EQMM
1975,"Woodiwiss, John C.",THE EBONY TORSO,novel,1939,
1976,"Woolrich, Cornell (see also Irish, William)",Murder at the Automat,short story,1937,Dime Detective Magazine; Tantalizing Locked Room Mysteries
1977,"Woolrich, Cornell (see also Irish, William)",The Room with Something Wrong,novelette,1938,Detective Fiction Weekly; Somebody on the Phone; Death Locked In
1978,"Woolrich, Cornell (see also Irish, William)",The Screaming Laugh,short story,1938,Clues Detective; Night Webs; Gollancz
1979,"Wren, Lassiter, and Randle McKay",Mr. Brown's Perfect Crime,short puzzle story,1930,The Third Baffle Book
1980,"Wren, Lassiter, and Randle McKay",CORPSES AT INDIAN STONES,novel,1943,
1981,"Wren, Lassiter, and Randle McKay",It Couldn't Be Murder,short story,1954,
1982,"Wynne, Anthony",THE BLUE VESUVIUS,novel,1930,
1983,"Wynne, Anthony",THE CASE OF THE GOLD COINS,novel,1933,
1984,"Wynne, Anthony",THE CASE OF THE GREEN KNIFE,novel,1932,
1985,"Wynne, Anthony",THE CASE OF THE RED-HAIRED GIRL,novel,1932,
1986,"Wynne, Anthony",DEATH OF A BANKER,novel,1934,
1987,"Wynne, Anthony",DEATH OF A GOLFER,novel,1934,
1988,"Wynne, Anthony",DEATH OF A KING,novel,1938,
1989,"Wynne, Anthony",DEATH OF A SHADOW,novel,1950,
1990,"Wynne, Anthony",DOOR NAILS NEVER DIE,novel,1939,
1991,"Wynne, Anthony",EMERGENCY EXIT,novel,1941,
1992,"Wynne, Anthony",THE HOLBEIN MYSTERY,novel,1935,
1993,"Wynne, Anthony",THE HORSEMAN OF DEATH,novel,1927,
1994,"Wynne, Anthony",THE HOUSE ON THE HARD,novel,1940,
1995,"Wynne, Anthony",THE LOVING CUP,novel,1933,
1996,"Wynne, Anthony",MURDER IN A CHURCH,novel,1942,
1997,"Wynne, Anthony",MURDER IN THIN AIR,novel,1936,
1998,"Wynne, Anthony",MURDER OF A LADY,novel,1931,
1999,"Wynne, Anthony",THE MYSTERY OF THE ASHES,novel,1927,
2000,"Wynne, Anthony",RED SCAR,novel,1928,
2001,"Wynne, Anthony",THE ROOM WITH THE IRON SHUTTERS,novel,1929,
2002,"Wynne, Anthony",THE TOLL-HOUSE MYSTERY,novel,1934,
2003,"Wynne, Anthony",Footsteps,short story,1926,Flynn's; Sinners Go Secretly; Challenge to the Reader
2004,"Wynne, Anthony",The Gold of Tso-Fu,short story,1926,Flynn's; Sinners Go Secretly; Fifty Famous Detectives of Fiction
2005,"Yaffe, James",The Comic Opera Murders,short story,1946,EQMM; Overseas Edition for the Armed Forces
2006,"Yaffe, James",Cul de Sac,short story,1945,EQMM; Overseas Edition for the Armed Forces
2007,"Yaffe, James",Department of Impossible Crimes,short story,1943,EQMM; Best Stories from Ellery Queen's Mystery Magazine; Ellery Queen's Anthology #44; Big Book of Locked-Room Mysteries
2008,"Yaffe, James",Mr. Kiroshubi's Ashes,short story,1944,EQMM
2009,"Yaffe, James",The Problem of the Emperor's Mushrooms,short story,1945,
2010,"Yaffe, James",The Seventh Drink,short story,1944,EQMM; Overseas Edition for the Armed Forces
2011,"Zangwill, Israel",THE BIG BOW MYSTERY,short novel,1892,
2012,"Zangwill, Louis (""Z.Z."")",A NINETEENTH CENTURY MIRACLE,novel,1897,
2013,"Zochert, Donald",MURDER IN THE HELLFIRE CLUB,novel,1978,
2014,"Carr, John Dickson",The Devil in the Summer-House,play,1991,Fell and Foul Play
2015,"Carr, John Dickson",The Dim Queen,short story,1926,The Haverfordian; Fell and Foul Play
2016,"Carr, John Dickson",Who Killed Matthew Corbin?,radio play,1939,
2017,"Rohmer, Sax",THE DRUMS OF FU MANCHU,novel,1939,
2018,"Smith, Mitchell",STONE CITY,novel,1990,
2019,"Wilhelm, Kate",SMART HOUSE,novel,1989,
2020,"Aames, Avery (Daryl Wood Gerber)",FOR CHEDDAR OR WORSE,novel,2016,
2021,"Abbot, Anthony",Shivering in the Dark,short story,1932,The Illustrated Magazine
2022,"Abiko, Takemaru",THE 8 MANSION MURDERS,novel,2018,
2023,"Abiko, Takemaru",A Smart Dummy in the Tent,short story,2019,EQMM
2024,"Adair, Gilbert",THE ACT OF ROGER MURGATROYD,novel,2007,
2025,"Adair, Gilbert",THE DAMNED SPOT,novel,1938,
2026,"Adair, Gilbert",STAB IN THE BACK,novel,1941,
2027,"Afford, Max","""Poison Can Be Puzzling",short story,2009,Two Locked Room Mysteries and a Ripping Yarn
2028,"Afford, Max",The Vanishing Trick,short story,1948,Two Locked Room Mysteries and a Ripping Yarn
2029,"Aldhouse, Eric",THE CRIME AT THE QUAY INN,novel,1934,
2030,"Alexander, Bruce",BLIND JUSTICE,novel,1994,
2031,"Alfieri, Annamaria",CITY OF SILVER,novel,2009,
2032,"Allingham, Margery",The Unseen Door,short story,1945,Sunday Empire News; Poisoned Pen Press
2033,"Amagi, Seimaru (Shin Kibayashi)",The Kamikakushi Village Murders,manga,2003,
2034,"Amagi, Seimaru (Shin Kibayashi)",The Tragedy of Kirisaki Island,manga,2003,
2035,"Ambler, Eric",The Case of the Overheated Service Flat,short story,1924,
2036,"Ames, Mel, D.",The Christmas Eve Ghost,short story,1983,MSMM; Canada
2037,"Ames, Mel, D.",The Devil Made Me Do It,short story,1989,Cold Blood II; Canada
2038,"Ames, Mel, D.",The 'Happy New Year' Murders,short story,1983,MSMM; Canada
2039,"Ames, Mel, D.",To Mom Without Love,short story,1982,MSMM; Canada
2040,"Ames, Mel, D.",The Murder That Couldn't Happen,short story,1990,Cold Blood III; Canada
2041,"Ames, Mel, D.",The Santa Claus Killer,short story,1981,MSMM; Canada
2042,"Andrews, Dale",Literally Dead,short story,2007,EQMM
2043,Anonymous,The Office Mystery,short story,1933,
2044,"Anthony, Michael David",MIDNIGHT COME,novel,1998,
2045,"Aoyama, Gosho",THE BLOODY IDOL CASE,manga,2004,
